date	review	rating	userName	title
2020-04-21 18:45:15	"The wonderful ladies have helped me learn to be a better person with their fun back and forth and amazing information. Their guests are real professionals, and they have some pretty good product promos too. 

If you’re lucky like me you might even get a little personal validation as well. 

Thanks ladies."	5	Awesomeness(cont.)	Informative, fun, and helpful
2020-04-18 04:22:48	I love the podcast!  I started listening. Few weeks ago and now I wait for every podcast. I really enjoy the free flowing conversation between you two. Keep up the discussion.	5	Sailor Bob 1987	A Great Listen
2020-04-18 01:46:49	"My favorite podcast!! I’ve found at least one golden nugget of wisdom from every episode and love how Amy and April can both give insight from their own areas of expertise! I also love their dynamic together - they cultivate an atmosphere that is fun and loving, yet vulnerable and real at the same time.

They produce this podcast as a passion project because they see the need for a world without shame surrounding sexuality, and do their best to create meaningful and relevant content for all (and this comes with some “PC” overtones - but personally I don’t think there’s anything wrong with going out of our way to be more inclusive). Thank you for all the work you put into this and please know that your hard work and dedication is appreciated and valued!"	5	Ceasy like sunday mornin'	Throwing some love out there!
2020-04-10 08:47:02	I like to have sex with Japanese women, I do not know why?	5	Talal Sexy	I like to have sex with Japanese women
2020-03-31 00:54:42	"I’m so happy that this podcast came in my life! Currently on episode #32 . I seriously cannot stop. The content is so incredibly good .  I don’t ever take the time to right a review. This pod cast has helped me so much! 

(I am in the fan club for sure!!!!)"	5	thenewweston	I can stop!!!
2020-03-26 19:05:06	So great! So much insight. As a man it’s great to hear the perspective of two smart, confident, embodied women. Great balance of sharing opinions, and an openness to the perspectives of others. Conscientious and sensitive without being too preachy. Fun, educational and HOT! This is the podcast for anyone who wants to learn more about themselves, their partners and wants to have amazing sex!	5	Zdstroy	I never miss an episode!
2020-03-25 22:01:02	I used to enjoy this show until listening to the coronavirus podcast. Very inappropriately describing others who are not on the same political spectrum as the hosts. Additionally, a lot of what they have to say is not backed up by any facts.	1	jlm00008	Very biased opinions
2020-03-24 22:01:01	I can’t do it anymore.  Too woke, too anti-men, too pro-woman, too much victim card, too much everything wrong with this me too/woke/offended society.  Used to like listening for tips and helpful insight but I’m done.	1	paul serone	Can’t
2020-03-12 23:04:32	I’ve loved binging on this show since coming across it last month. The hosts are not just fun and informative, they share their own personal experiences on many sensitive/private subjects, reminding us that we all share common concerns, (that we just might think are unique only to ourselves). Listening is like hanging out with two effervescent friends-getting tips and advice, along with thought-provoking topics to ponder from their assortment of guests.	5	SunnyshineHarmon	Favorite new podcast
2020-03-12 20:04:47	This is so informative and answers a lot of questions most people aren’t brave enough to talk about. Thank you!	5	TravelLover@825	NEW FAVORITE
2020-03-10 14:27:36	I love this podcast! I love the guests! I’ve learned a lot from listening! I’ve wanted to become a sex coach for a long time now and this has inspired me to go for it!	5	a82d	So inspiring
2020-03-12 12:44:05	I like most of the topics, but it takes them so long to get to the topic of the podcast. I feel that there’s too much talking about other stuff. I had to unsubscribe.	3	Lmchong2	Too much excess
2020-03-10 12:04:50	I love the way this show de mystifies so many sex topics. I also love how I can pick and choose whatever topic I feel like engaging in whenever I want. This show does such great work at smashing taboos around sex. It’s how we all got here people! Let’s just drop the shame.	5	Baertank0069	Love this show
2020-03-10 04:10:29	While I enjoy all episodes from these two lovely ladies, I especially enjoyed the one around safe anal sex play. I had always felt like how much I loved butt play was wrong somehow, as none of my friends would own up to liking it or would talk about it like it was disgusting. Their show around how to have and enjoy safe anal sex was a game changer for me, and I’m so grateful! It’s such a great feeling to know that the sexy that I love and enjoy is not only acceptable, it’s amazing. Thank you for this podcast!	5	Jessica735	Changed the way I feel about anal sex!
2020-03-10 01:34:07	Sex should be fun and shameless! We should be able to let go of our inhibitions and just live and enjoy!! So for this!!	5	lala0386	Whoohoo!!
2020-03-10 01:04:06	I love these honest, necessary compassionate conversations.	5	Rebecca Rar	Love!
2020-03-10 00:58:52	This Podcast is Awesome because I have learned so much by listening to these fun girls that make everything so fun to listen too. Everything they have to teach us about sex and everything in between is great they even have workshops where you can participate and continue learning. The products they recommend like lube and toys are the best 👌🏼 they have the best sex tips and you won’t regret listening to their Podcast. If you are human and like sex and everything there is to know about it follow and listen to these girls and Thank me later 😉🤪	5	CherryGurl44	You are missing out if you ARE NOT LISTENING TO THIS Podcast!
2020-03-09 20:29:44	I see a few critical posts but ignore those rants- these are two ‘real’ women sharing invaluable information with us. Because they’re not scripted, the show is beautiful, and they clearly care about every one of their listeners. Some will nitpick, but they not only teach well, they have fun personalities. On a side note, their voices are calming and fun as well, which adds to an already excellent podcast.	5	Jimcovfootball	Real people- real life
2020-03-05 20:48:51	Episode 18 titled kink 101 has kinda ruined the shows reputation for me and made me not really want to listen to this podcast anymore. They handled a certain touchy subject in a distasteful way and now it’s hard for me to respect their views/opinions. It’s too bad because I really enjoyed their show up until that point :(	1	fattywombat	Kinda ruined for me
2020-03-03 01:34:35	Why hello beautiful souls! I drive a lot for work and typically listen to Joe Rogan to stimulate my mind. Discovering your show has led to a multitude of doors openings. Your show has made me more conscious, aware, informed, and curious. It has also made me realize a lot of my surprised issues and given me the tools to better communicate with my partner. Thank you for helping me find my libido again and my passion for learning more in this field. Much love!!!	5	Rave Bae	Eye Opening
2020-02-27 20:01:23	I was pointed to this podcast from a colleague of mine. These women really know what they are doing and offer useful info for not only sex, but relatioships and communication. Highy recommend it.	5	Aliciamaedavon	Critical info for a fun and pleasurable life
2020-02-27 17:43:09	Stumbled a crossed these erotic ladies and decided to give them a shot. Im always looking to learn and these sexy, knowledgeable ladies cover it all. Keep it up ladies you rock!!	5	joedubb76	Love these girls
2020-02-20 00:20:45	This is a must if you’re sex positive. Straight up! Lets freakin go! ⛽️	5	Gas Light Apparel	Awesome
2020-02-13 04:09:46	I LOVE this podcast. It’s truly turned me on my head. I downloaded this podcast as I was considering some sexual openness in life and literally I feel like my entire outlook on sex has changed. I feel open and excited and so set up to win! Thank you ladies for all you do, your inclusivity and your great guests who bring content from a highly educated perspective!	5	ace1237w6	Great Info: WARNING WILL CHALLENGE WHAT YOU KNOW ABOUT SEX 💚💚
2020-02-11 13:25:59	These women talk about everything I want them to. They make me more confident in myself and it’s great to hear all the information and positivity about sex!! Thank you for sharing with the world	5	JJJJJJJJJJAAAAAAAAAAAA	Thank you!
2020-02-07 05:09:36	These two beautiful souls are amazing! I love that they discuss topics that people want to learn about but may be to scared or ashamed to discuss. It’s all about empowerment and living life with an open mind. I recommend this podcast to everyone! They are funny, witty, personable and of course shameless. I love that they try to be as inclusive and respectful as possible to gender and sexuality.  I hope this podcast can help people open up the way they have in my life with the information discussed in these podcasts. This is a must listen!	5	Jess Lyerla	Beautiful humans and amazing content
2020-02-11 13:23:28	I wanted to like this podcast since there are really helpful topics & I listened to a couple after fast forwarding through the first 15 minutes to get to the point. However, when they bring on someone who is telling couples in sexless marriages that their solution is to “go outside the marriage to get their needs met” or to engage in a threesome to beat boredom, I can’t listen anymore. That’s just harmful advice.	1	Jbs6135	Awful advice
2020-02-05 17:33:03	These ladies are great, and to rumbleforeskin  comment: ugh, grow up! These ladies have so much information, personally, depth, great guests, and they truly care that all listeners are included. Yes they try to be PC, as we all should. I attended a class by Amy while in Santa Cruz, and I’m so grateful for finding her and this podcast. Not only my sex life, but many aspects of my personal, and dating life have forever changed for the better! Keep up the amazing work ladies! 🥰	5	ali k san	The best podcast! Period.
2020-02-02 23:06:51	OMG, these ladies are amazing, hilarious and so much fun to listen to. They have personality and make it fun to listen to. I literally could listen to their podcasts all day (who am I kidding, I do).	5	brandi :)	LOVE THESE LADIES 👏🏼
2020-01-26 12:50:39	I’ve been married 24 years and really needed to spice things up a bit. ‘Shameless Sex’ helped take the shame/guilt off the table and get the fun and play back in the bedroom! Now we’re frolicking in our 40’s with empty-nesting naked time. Thanks Amy & April!	5	MrsQohelet	Liberating, Helpful, and Fun!
2020-01-21 16:52:04	Wow! I really love all of the topics, especially the scientific ones. I also love their personalities. They are so relatable. I want to be friends with them in real life. <3	5	Lex. Mx	Love them and the info!
2020-01-16 05:31:21	Love it! Great information! I especially like when April and Amy talk about their personal lives.	5	Liz_anaya	Awesome
2020-01-16 21:54:55	The amount of “woke” language and the explaining of it just so extreme nearly making it too hard to listen too. Practically shame a guy bc he has “girls” instead of “women” in the name of his own podcast and correcting people for suggesting sitting “Indian style” blows my mind. People come for sexualized content not a woke culture coach.	2	Rumbleforeskin	Great content....trying too hard for political correctness
2020-01-15 11:38:18	I’ve been married for 15 years (41M).  They give great advice not just for singles, but married couples as well.  Keep up the good work	5	Nmuniak	New listener
2019-12-11 16:23:40	The hosts are relatable and the guests they bring are very interesting. I gotta say, I was introduced to a lot of new concepts I’ve never heard about while listening to this podcast. Practical tips are also very useful. Some might say that the hosts get a little too personal, but I love that, their personalities give more color and character to the show.	5	tapkė	Fun and educational!
2019-12-05 11:27:43	So much education and information!!! Keep up the great work!!! 😘😘😘	5	gabesold	Awesome wonderful must listen too!!
2019-11-29 21:12:57	"I absolutely love this. I don’t tend to listen to podcasts very often, but this is my “go to” in the car! Amy and April are so real and up-front about such a broad range of topics. You can really tell they’ve done their research and have so much to offer. I look forward to new episodes every single week. Also, I can appreciate how they’ve made these sensitive topics so much easier to talk about. 

Personally, I love how they talk about their own sex lives. It makes the show much more relatable, and the sex questions they answer are always super helpful."	5	24795379226804147	So informative and entertaining!
2019-11-21 15:37:47	Broad range of relevant topics!	5	AmandaSkad	Love it!
2019-11-20 18:20:45	"Entertaining, educational and juicy:) 
I found this podcast over a year ago and look forward to the new release every week. There’s something for everyone!"	5	forwardhoe	Love these ladies!
2019-10-01 17:21:27	I like all of the information presented in this podcast. I have learned a lot listening! However the introductions and personal stories are too long. I fast forward through a lot of the beginning to get to the topic I came for.	4	lmt256	Good information
2019-11-20 13:45:48	Fun and informative and tasteful	5	AnaCocina	Love it!
2019-11-15 01:14:06	I’m a typical mid 40s married lady and if u want something to bring some spice back to your bedroom life and your relationship stop here and listen up. So many topics, so many tips, so many avenues to explore...many won’t agree but my 16-20 year olds have been told to listen, ponder and apply to their own relationships. Thanks to the Sex Chicas (the way I refer to them)!  Keep all the good stuff coming!	5	Pharm72	So much good stuff!
2019-11-13 21:58:28	Game changing advice and education! Even (and especially) for those who think they don't need to hear this kind of material. Just listen! These girls are so open and empowering about sex AND make me laugh out loud! Definitely recommend to anyone and everyone.	5	Jennybphoto	The Best Advice
2019-11-11 15:57:13	Love this pod cast. It keeps me entertained while I’m busy doing stuff that isn’t so fun!! These ladies have such good chemistry together as friends and it really shows through the pod cast!!! I have learned a lot from you two already!!! Thank you for all the hard work I know you put into making this pod cast!	5	staywoke247	Love!!!
2019-11-08 12:27:11	These ladies have changed my life. Thank you both for being who you are and everything you do. Keep up the great work!	5	mandimay1030	Amazing!!!
2019-11-07 00:05:53	This show is the perfect balance of information, introspection & light-hearted fun.  Sexuality can be difficult to talk about but Amy & April make it seem easy.  There is so much sexual shame that we have to deal with, it is entangled with our level of honesty we have with a partner, our self confidence and self love.  I’ve had too many epiphanies to count from tuning into Shameless Sex.  GREAT WORK LADIES!!!	5	bbow 73	Premium Blend
2019-10-27 03:31:37	Great job Amy and April. You two have a wonderful and fun way about discussing topics. You have fun with it and bring in lots of knowledge to the table. I catch myself listening to episodes that don’t relate to me at all, yet I stay interested. Keep up the great work	5	Zaiat01	Informative and Fun
2019-10-14 01:44:16	I love the matter of fact way that Amy and April discuss sex and sexual issues. They make a subject that is often so tabu in our society understandable and clear. Thanks!	5	KamLeitner	Great podcasts
2019-10-09 22:36:31	Very informative and quality topics!	5	LAAuren MAAy	Quality!!
2019-10-05 20:39:02	It’s really informative	5	flipebt	Great info
2019-10-05 02:34:23	I started listening to this podcast 6 months ago, and I listen to a few episodes a week. Truly, the unique variety of guests and the conversations that follow with them have cut right to the point of a lot of bs I was believing about my sexuality and the sexuality of others. It’s the sex Ed class I never had. It has enhanced my sex life by encouraging me to explore and use my voice to ask questions about what I truly want. This podcast creates space for healing. Thank you for your truths 🙌	5	gf_erickson	Healing and engaging
2019-09-08 22:11:04	"I listen to this on stitcher bc I don’t use iTunes for my podcasts but came over here to leave a review. I really enjoy this podcast bc I grew up in a super conservative environment and have never even heard of many of the things talked about on the show and I’m now 30 yrs old and married almost 5yrs 🤦🏻‍♀️
I appreciate how open y’all are on your own and the interviews you do are with such interesting professionals, love it!
I’m so glad for the uber lube recommendation, really has been a game changer 😉
My only constructive criticism would be to put time stamps on the summary thing that pops up on the screen for the episode so that I know where the interview or “actual show” starts. Like after the listener question advice thing and just chitchat in the beginning. No offense I don’t mind that but a couple times I’ve wanted to listen to the certain topic with my husband but he doesn’t wanna listen to random people he doesn’t know talk about random stuff he also doesn’t know about at the time. Idk that’s all. 
Thanks for the work you do!"	4	MsSaskie909	Fun knowledgeable topics :)
2019-10-01 12:43:09	These two wonderful woman have open my eyes and give some great advice tips and tricks. This podcast is for everyone and everyone should listen to it	5	parkelf	Eye opening
2019-09-25 19:24:20	If you’re looking to learn everything about sex, this is the podcast for you. Amy and April are courageous (you won’t believe the stuff they share), sharp, and consistently engaging. They know all things sex, too. Give it a go. I have a hunch you’ll be glad you did.	5	E119856	Great podcast
2019-09-18 17:31:22	Many of your episodes have opened my eyes to what all of this means in relationships. The core message I’ve heard is communication communication and more communication. I’ve learned so much about myself and what to expect from others. Your podcast has really been a life changer for me. I am a male and particularly learned a lot from episode #93 listening to Amy’s partner (Pipi) speak. He’s so good at communicating his feelings and experiences. I wish I could speak so eloquently. Keep up the great work guys.	5	Echogravity	Inspirational
2019-09-18 00:51:50	I grew up with 0 information regarding sex. This podcast has just completely changed my mindset about life and relationships... not just sex. These ladies are so charming, funny and honest and SO open minded. So very grateful to have this as a source to expand my knowledge, my mind and my life. Lots of love and appreciation!!	5	naivenancynolonger	Listen to this podcast!!
2019-09-12 19:55:22	I’ve listened to one episode and I have downloaded many more. Thank you ladies for tackling these relatable yet at times uncomfortable topics. You’ve brought in sexpert advice that helps to reveal solutions in a cheeky and fun way.	5	Delila808	New to the podcast
2019-09-04 13:59:11	I listen to this podcast for the majority of my day - a lot of times re-playing episodes. Truly down to earth REAL women.	5	hanwalker	Tips and information that you will actually use and remember
2019-08-22 22:35:52	A girl friend recommended this podcast after a fun night of catching up. I’ve listened to 4+ episodes currently and I love this podcast! Some episodes are structured, some are organic and all over the place, and either way they are enjoyable! I am glad podcast like this exists - that feel like a safe learning space and de-shames sex. I’m already recommending this to others!	5	Cara Ostara	Educational, Relatable, Entertaining
2019-08-18 17:26:47	I came across this podcast somewhat by accident, but I’m so glad I did. Amy and April are both truly amazing in the information they share as well as they’re attitude and acceptance of all people.	5	Ethan J Smith 24	Love you❤️. Thank you🙏🏼
2019-08-18 01:00:53	Love this show and these women!!	5	dddminnesota	Best ever
2019-08-16 00:21:58	I’ve been listening for a few months now. Myself and my husband have definitely seen a great improvement in our sexual relationship. Thank you for all the amazing tips and tricks.	5	sfris87	Love these ladies
2019-08-15 04:51:03	This podcast has been so helpful. They both are so shameless towards sex hence the name of the show. They are entertaining when presenting thing but OMG the information they give. By fary favorite sexual podcast.	5	chamberedcoal	Soooooo informative and shameless
2019-08-14 23:04:54	I really love the pod cast. This show was a great lesson for me on expectations. I expected to hear about shameless flirting, rather than listening to two people shamelessly flirting. Still, it was fun to listen too.	5	TexasRed1961	Love the pod cast
2019-08-14 05:05:02	This is a great show filled with wonderful information that really helps me!! I tell all my friends about it. Listen to it because it will change you for the better.	5	ferskie	Best ever
2019-08-10 06:18:31	I’ve been on a life long journey of trying to understand sexuality and wrestling with intense sexual shame and confusion. I really think God has been healing my wounds through all kinds of unconventional avenues. April and Amy have been a legitimately real part of this process. They have been both a healing and fun presence in my life for the past year and a half. The big sisters I never had. Thank you two for helping me feel normal and comfortable being a human being.	5	Priest of Poets	Healing
2019-08-09 13:41:18	It only took about 2 minutes of the Anal August episode for me to be hooked. I love the energy! I love the tips! I love the openness!	5	Griffithaj10	New Listener and Lover
2019-08-07 17:39:25	Nothing to be ashamed about. Love listening to these two great ladies.	5	iluvgiraffees	Love these girls
2019-08-05 04:27:08	As someone who has some real insecurities around sex, I feel like my best friends are giving me true conversation around a glass of wine. Love the confidence they help me find and honesty they share. Thank you for being here for me!!	5	Daniemarie1224	Shameless Sex is the real deal!!
2019-08-03 19:54:06	I just recently started listening to Podcast I didn’t even know I had it lol. I asked for suggestions for a good podcast to listen too & they mentioned you. I have been listening every day on my way to work, on my way home from work, running errands or just when I get alone time while the kids are sleeping. You guys have amazing advice & have opened up a whole new world for me. I’m glad I came across you ladies & have started following both of you on Instagram. Thank you so much!	5	DaddysPrincess2k18	You ladies are amazing
2019-08-03 19:33:53	"Honest, brilliant and inspirational! I love Amy and April’s perspective on all things sex and real life. Thank you both for all your insight and sharing yourselves on this podcast! I look forward to each episode and all of your featured guest speakers! 

You are the best🖤🌟✨ thank you!"	5	star*777	Absolutely love these ladies!!
2019-08-03 03:18:09	Five star kudos to Amy and April for presenting valuable and useful information in an entertaining style. There’s always more to learn, and I do every time I listen to the podcast. Thank you to you two for breaking the code of shame on so many topics. Keep the podcast going!	5	SC Janie	Fun and informative
2019-08-02 23:43:48	Love these ladies and they keep it real. They are transparent about their own lives which makes them incredibly relatable. The show is curated nicely in terms of topics and guests which keeps my interest and I’m always learning something new. Keep up the good work	5	Kellymuse	It’s the “for reals” show
2019-07-31 20:27:47	Ladies love the show.... you two talk about all the things that people want to talk and discuss but shame themselves into not doing it. I love every single episode so much info,laughs, and woman empowerment going on in this podcast!!! Subscribe peeps and then listen learn and EXPERIMENT!!! 😘	5	Supersicfan	Real talk....
2019-07-30 23:29:47	Growing up in an unaffectionate household led to me feeling a lot of shame when it came to sexuality, sex in general, and affection of any form. Thank you for normalizing these things and for opening up conversation over topics that once pained me to talk about. I now enjoy non-awkward conversation with my partner and my friends!	5	natalie in small town MO	My favorite podcast!
2019-07-30 05:00:47	Love the openness of the hosts, and really appreciate the fantastic use of “yes, AND....” Keep up the great education and information sharing without yucking anyone’s yum. 💜	5	Pennchic6	New listener, loving the open and thoughtful conversation
2019-07-28 11:32:17	This is my fav podcast. Amy and April are smart, fun, and captivating hostesses with great discussions and guests. The podcast is always entertaining and I can always find useful information no matter the subject.	5	ColoradoCary	Great hosts and informative show
2019-07-22 07:56:50	I came across the podcast a few weeks ago and I have been been addicted to listening one after another. Thank you.	5	CostantinoA	Great Show
2019-07-19 15:26:15	Love April, Amy and the honesty they bring. I’m encouraged by how they consider their audience  and how they interview their guests. Well worth the time.	5	Voice of Experience	Great show!
2019-06-11 02:13:16	Great podcast! I’ve learned so much by listening and gotten a much deeper understanding of myself and what I want in my sex life, not to mention I’m constantly learning new things and laughing out loud listening! My one suggestion, which others have also touched on, has to do with the ads. I don’t mind an ad here and there at all, but I think it might really benefit the podcast if you put them periodically throughout each episode instead of all at the beginning. Kind of like commercial breaks. I think it would make listeners more inclined to actually listen to the ads if it was just one 2-minute promo at a time instead of a frustrating block of just ads ads ads at the beginning. Other than that you ladies are doing an amazing job and I’m always looking forward to the next podcast!!!	4	-c-c-c-c-	👍🏻
2019-07-18 17:59:08	As a happily married man, most of the information isn't good advice for marriage. Some of the guest are interesting but overall it’s okay because some of the information they share.	2	Fast Nate	It’s okay
2019-07-16 23:17:35	"These two ladies are great about encouraging people to start/have a sensual self-Love practice. I thought this was rather silly at first, but now I understand my body a lot better; and having the best sex ever with both my partners. The show has great guests that have straightforward advice and ideas. I actually enjoy and request anal sex now!
Tammy"	5	soi'mTammy	Thanks guys!
2019-07-14 02:03:20	The 2 ladies are fantastic and approach with fun and intellect!	5	dmerg59	Fantastic
2019-07-11 23:41:26	My partner introduced me to your podcast about a week ago while we were on our way to Palm Springs and we absolutely LOVED it! Not only is it extremely informational but it really opens up for great conversation. I would say that we are a very open minded couple. We have an open relationship and we practice sharing our likes and dislikes very often. On our drive your podcast was playing and we would have even more in depth conversations from what you were discussing from trying new toys you recommend, hand job positions and really focus on the details on pleasing one another (plus women to women... thank you 🙌🙌). It made for an amazing get away for the two of us and really connected us on an even deeper level. Plus who doesn’t love learning more about sex!? I haven’t stopped listening to you guys since 🧡 thank you! 👏👏	5	Pixi_gal	An even deeper connection
2019-07-10 02:39:02	i wish they didn’t take an hour to do an intro, super annoying.	2	mia094	Okay
2019-06-30 19:50:23	Love this podcast!!! I used to be a very sexual person and being in long term relationships along with experiencing some trauma, these ladies have helped me find my mojo again. They’re funny and genuine enough to listen to even if you are not necessarily listening for a purpose. LOVE THEM!	5	ShamlessSexRoxxx	Funny, Genuine, and Educational
2019-06-26 18:22:36	This was my very first podcast I have ever listened too, Amy and April are hilarious and they honestly give great tips in the bedroom. My fiancé and I listen to you at bed time and we love it!!! 💜💙	5	Chassel22	First podcast
2019-06-21 14:59:57	Thank you for all that you do!! Can't tell you how much I love your podcast. Inspiring, open-minded, and honest conversation. Thank you for helping us all bring down the walls of shame that keep so many of us from tapping into and expanding our sexual pleasure practice. You ladies rock!!🙌🏼🙏🏼💗	5	333trillium333	One of my favorite podcasts!
2019-06-18 20:52:33	Entertaining, fun and informative! It has helped me turn around my sex life and intimacy. Thank you girls!	5	duranbug2	Back in the Saddle
2019-06-18 02:16:07	I really enjoy Amy and April!  I love to hear their conversation about “the deOKa” ( watch the movie “wander lust” and you’ll understand). The girls are funny and honest. Great podcast!	5	zeiss150	Great podcast!
2019-06-18 01:57:55	I feel like after just a short time being a fan of this podcast I’ve learned so many things and opened myself up to learning more about me and partners/friends/etc. highly recommend!	5	princesspeaches23	Obsessed
2019-06-13 17:19:21	As a Santa Cruz native, I discovered Shameless Sex through Amy and her mother’s beautiful sex shop: Pure Pleasure. I discovered it when I was in the throws of some very intense sexual trauma, and it changed my life for the better in a way nothing else could. Amy and April have an incredible way of sharing their poignant wisdom while also making sexual exploration feel fun and exciting! I was so positively impacted by the podcast that I sought out one on one work with Amy, who in the span of our first consultation, singlehandedly facilitated me working through and making peace with one of the most difficult breakups of my life. I can’t wait to work with her more regularly in the future!! I recommended Shameless Sex to my current partner, who feels it has not only deepened and expanded his knowledge, but also given him great perspective on what is healthy in his own sexuality and sexuality in partnership overall. He is also in grad school, in the late stages of earning his MFT, and has recently made reference to the Shameless Sex podcast in his Human Sexuality class. Thank you Amy and April- we love you!! 💖	5	PtPHook!	Shameless Love for Shameless Sex!
2019-06-08 10:44:58	After listening to this podcast I’ve realized I was born and raised in the wrong state!! Possibly in the wrong family. I have never been more liberated in the fact that I’m not “crazy” or “weird” for being such a sexual being....especially with being a southern woman. I have recommended this podcast to so many of my friends and my husband already and I will continue to recommend anyone who might be having grown up with shaming from friends or family. I definitely have no shame now! Thank you ladies so much! Please never stop what you’re doing!	5	Brichole	Absolutely fabulous
2019-06-04 02:34:10	"Yes. Just Yes. There I sat...leaving Santa Cruz for a long drive north, worrying about falling asleep on the 6-hour trip home, when I clicked on a link that one of my longest running and best friends sent me after a weekend of somewhat fruitless car care in the BEST of company.
Shameless. 
Amy and April and their guests kept me alert and giggling and shaking my head  and learning and thinkin the whole trip. 
They Rule.
I even went and bought some Uber Lube!!
Lol
Thank you!"	5	dayandnightmockingbird	Thank you.  You cavalier humans
2019-06-06 00:32:12	Love the topics and discussions these two ladies brew up. Great intentions for communicating information that humans need more exposure to, yet I give 2 stars due to the delivery being painfully prefaced with 40% adds and repetitive chit chat. I really wanted to see these two be amongst my top podcasts after being introduced from the Kyle Theirmen show. Unfortunately after a few months of intermittent listening I cannot participate anymore. It really is painful to read such enticing episode titles and not be introduced to the content until 34 minutes in, then to hear the hosts or guests say “ we’re running out of time here but...” I felt to need to write this after I quietly tried to introduce a few friends to the channel, interested in what they might think. Everyone returned saying they had lost interest do to a ruined drive or lunch break listening to adds.	2	OtterSnacks	Constructive criticism: Content at a price
2019-05-23 17:44:53	This is a great show to help literally anyone!	5	julio_agosto	Love this show
2019-04-26 01:50:33	I love you guys, I feel like I personally know you. You have taught me a lot and helped me realize that I want to experiment more during sex and I cannot thank you enough :)	5	literallyallofthenamesaretaken	Sexual journey
2019-04-24 02:39:08	I totally love this podcast! Just started listening today and I love these girls!	5	Nicole7752	Love it!
2019-04-08 06:53:51	From physically, mentally, & emotionally abusive romantic relationships the moment I became 15, the way I viewed my body and my sex life was always unhealthy. Without going into too much detail, I ended up in one too many situations where sexual acts were expected of me from my partner and it only continued into other toxic relationships I entered. I found myself turning into a woman who always initiated in an effort to put on a big erotic show, essentially. My sex drive ran off my ability to drive men of all ages into sexual pleasure, not what I actually wanted for myself physically when it came to sex. It was about having power and being in charge. Between dabbling with porn, exploring clitoral vibes (my fave) and truly exploring what feeds me sexually (and every other way really) is what helped get me where I am today. Here I am years later still looking to learn, to have open conversations, to better my sex life not only for myself but for my current partner, and of course know how to take care of myself outside of the “I just want to get off” mindset. Shameless sex has done all that and more for me. You ladies inspire the living daylights out of me to listen to my body, listen to my heart, follow and speak my own truth. April and Amy you have been nothing but a beautiful addition to my life. I cannot express enough my gratitude to live in a world where empowered, amazing women like yourselves give so much to an audience who truly wants and needs it. Thank you so much for being one of many powerful components on my personal growth journey.	5	Lash Fairy	Thanks for helping me grow.
2019-04-04 19:56:41	"Ladies, you have done a great service for an old geezer like me. Thank You. However, your obsession for political correct terms hurts my ears. If you could devise a, “short speak,” for “Female Bodied Individual, and Male Bodied Individual,” my hearing aids would fill their canals with waxy joy.
Thanks,
Hoopie"	4	tor-eckmen	Change of Terms
2019-04-05 18:07:07	My gosh. At first I liked this podcast but quickly I found myself fast forwarding through half the show. Pointless banter and bs and “enter promo code blah blah blah to get 10% off” it is non stop.	1	abbieco	Little education, mostly promos and product dropping
2019-01-31 22:15:43	Love these ladies! New listener, but I have already made some changes and am working on being shameless! Great info and lots of fun!	4	sunshinesmomma	Thanks for helping me be SHAMELESS!
2019-03-28 20:22:18	"April, Amy and their wide variety of knowledgeable guests share extremely relevant info on how to get on the right track to an invigorating, intimate and mutually rewarding relationship.

The great content and advice they provide, combined with the relatable way in which they deliver it had me hooked from the very first listen - do yourself (and your partner) a favor and smash the subscribe button."	5	J. Barshop	Authentic & Empowering - A++ 👌
2019-03-21 17:54:20	I absolutely love this podcast. It's educational (as a mother to 2 young ladies...this is info I wish someone had told me 25 years ago) as well as entertaining. I appreciate the openness and honesty that this podcast brings to sexuality. As a woman who enjoys sex, it's great to learn from 2 other shameless women! Thanks April and Amy!	5	bvieting	Educational and Entertaining
2019-03-18 15:19:12	I just started listening to pod cast and I have a few. I knew going into it what these two were going to be talking about and I started listening to their previous episodes. I made it up to September 2018 and I want rip my hair out. No offense ladies but the more I listen to them the more I want to jump off a bridge. Good job you have a pod cast and a lot of followers but this follower is jumping ship to the other more lively podcasters..	1	HollywoodFlyersCA	Putting me to sleep
2019-03-14 18:06:03	Such a great podcast.  It's helping me find my inner sexual beast!	5	grocebride	Sexual Beasts!
2019-03-13 05:02:07	If I could give more than 5 stars I would. I found this podcast over a month ago, and binge listened to all of them at work. I was sad when I caught up to the current ones. I am a 44 year old woman, married to a 32 year old man, and this podcast has changed our life. We have alway had a great sex life, but this has made me want to explore more. I’ve got my husband to listen to it now too. We even attended a Stella Harris class together, and look forward more classes in the future. If you don’t listen to Shameless Sexah you are missing out. Forever a loyal listener ❤️	5	Shelley & Richard	Absolutely Amazing
2019-03-13 03:53:06	"I’ve shared this podcasts with so many friends. April and Amy are so knowledgeable and so beautifully articulate and deconstruct this vast world of all things sex— I’m totally hooked. 
I really savor and learn so much from each episode. I love their authenticity and they often make me laugh out loud. I want to be friends with you two!! I love you both 😆 Thank you for keeping it real ♥️ you both are doing such important work in the world and so many need to hear your message. KILLIN IT BABES!!! xoxo"	5	Coahulia	Expanding horizons and breaking down shame around sex.
